,样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
614,106.0,300,,405.0,700,22:00:00,30.0,,,0:00:00,100,1:00:00,102,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.902
1024,107.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.902
664,110.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,72,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:30,1200.0,0.15,400,0.902
289,111.0,300,,405.0,700,14:00:00,30.0,,,16:00:00,100,17:00:00,103,0.2,18:00:00,105.0,19:00:00,106.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.9590000000000001
1154,112.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.8909999999999999
893,113.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.902
123,115.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,100,1:00:00,103,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,72,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.902
1363,116.0,300,,405.0,700,6:00:00,30.0,,,8:00:00,100,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.902
665,117.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.935
421,118.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.902
481,120.0,300,,405.0,700,10:30:00,18.0,,,12:00:00,101,13:00:00,103,0.2,14:00:00,105.0,15:00:00,107.0,0.2,200,15:00-16:00,50.0,10.0,5.0,16:30:00,72,17:00:00,79,17:00-18:00,320.0,3.5,3.5,18:00-19:00,19:00:00,74,21:00:00,45.0,21:00-22:30,23:00-0:30,,800.0,0.15,400,0.902
589,121.0,300,,405.0,700,17:00:00,18.0,,,18:30:00,100,19:00:00,103,0.2,20:00:00,105.0,21:00:00,108.0,0.2,200,21:00-22:30,50.0,9.0,5.0,23:00:00,71,23:30:00,76,23:30-0:30,380.0,3.5,3.5,0:30-1:30,1:30:00,76,3:30:00,45.0,3:30-5:00,5:30-7:00,,800.0,0.15,400,0.902
1169,122.0,300,,405.0,700,23:00:00,21.0,,,0:30:00,100,1:30:00,103,0.2,2:30:00,105.0,3:30:00,107.0,0.2,200,3:30-4:30,50.0,10.0,5.0,5:00:00,71,5:30:00,76,5:30-6:30,380.0,3.5,3.5,6:30-7:30,7:30:00,75,9:30:00,,9:30-11:00,11:00-12:30,,800.0,0.15,420,0.9470000000000001
1246,124.0,300,,405.0,700,10:30:00,21.0,,,12:00:00,100,13:00:00,101,0.2,14:00:00,105.0,15:00:00,108.0,0.2,200,15:00-16:00,50.0,10.0,5.0,16:30:00,70,17:00:00,80,17:00-18:00,380.0,3.5,3.5,18:00-19:00,19:00:00,75,21:00:00,48.0,21:00-22:30,22:00-0:00,,800.0,0.15,40,0.8909999999999999
759,126.0,300,,405.0,700,22:00:00,18.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,106.0,3:00:00,108.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:30:00,72,5:00:00,80,5:00-6:00,380.0,3.5,3.5,6:00-7:00,7:00:00,77,9:00:00,45.0,9:00-10:30,11:00-12:30,,800.0,0.15,400,0.8909999999999999
898,127.0,300,,405.0,700,4:30:00,19.0,,,6:00:00,100,7:00:00,102,0.2,8:00:00,104.0,9:00:00,107.0,0.2,200,9:00-10:00,50.0,10.0,5.0,10:30:00,70,11:00:00,76,11:00-12:00,370.0,3.5,3.5,12:00-13:00,13:00:00,76,15:00:00,45.0,15:00-16:30,17:00-18:30,,800.0,0.15,400,0.879
564,128.0,300,,405.0,700,10:30:00,21.0,,,12:00:00,100,13:00:00,103,0.2,14:00:00,105.0,15:00:00,108.0,0.2,200,15:00-16:00,50.0,9.0,5.0,16:30:00,71,17:00:00,76,17:00-18:00,380.0,3.5,3.5,18:00-19:00,19:00:00,70,21:00:00,50.0,21:00-22:30,22:30-0:00,,800.0,0.15,420,0.9470000000000001
1331,129.0,300,,405.0,700,16:30:00,21.0,,,18:00:00,100,19:00:00,101,0.2,20:00:00,104.0,21:00:00,108.0,0.2,200,21:00-22:00,50.0,10.0,5.0,22:30:00,70,23:00:00,80,23:00-0:00,380.0,3.5,3.5,0:00-1:00,1:00:00,70,3:00:00,50.0,3:00-4:30,4:30-6:00,,800.0,0.15,400,0.8909999999999999
1079,130.0,300,,405.0,700,22:00:00,21.0,,,23:30:00,100,:30:00,100,0.2,1:30:00,104.0,2:30:00,108.0,0.2,200,2:30-3:30,50.0,9.0,5.0,4:00:00,70,4:30:00,78,4:30-5:30,380.0,3.5,3.5,5:30-6:30,6:30:00,71,8:30:00,50.0,8:30-10:00,10:00-12:00,,800.0,0.15,400,0.902
1252,131.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,75,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
379,132.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105.0,11:00:00,104.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,76,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45.0,17:00-19:30,19:0-21:00,21:00-22:00,1200.0,0.15,400,0.925
169,133.0,300,,405.0,700,14:00:00,28.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,105.0,19:00:00,106.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,76,21:00-22:00,300.0,3.5,3.5,22:00-23:00,23:00:00,75,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.9359999999999999
866,135.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-19:30,19:0-21:00,21:00-22:00,1200.0,0.15,400,0.925
1081,137.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
906,138.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-19:30,19:0-21:00,21:00-22:00,1200.0,0.15,400,0.9470000000000001
707,139.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.9359999999999999
1194,140.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
108,141.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,104.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9129999999999999
581,144.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.925
1063,147.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,76,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45.0,17:00-19:30,19:0-21:00,21:00-22:00,1200.0,0.15,400,0.9359999999999999
1009,148.0,300,,405.0,700,14:00:00,27.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,105.0,19:00:00,104.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.9359999999999999
1183,150.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,76,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9129999999999999
569,151.0,300,,405.0,700,14:00:00,27.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,74,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
1339,152.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.995
922,154.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,75,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
136,156.0,300,,405.0,700,6:00:00,27.0,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104.0,11:00:00,104.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,76,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,75,17:00:00,45.0,17:00-19:30,19:0-21:00,21:00-22:00,1200.0,0.15,400,0.9359999999999999
90,158.0,300,,405.0,700,22:00:00,26.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,75,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.971
539,159.0,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.971
1010,161.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,75,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.9359999999999999
267,163.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,75,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,79,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9359999999999999
948,164.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
1023,165.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
409,166.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,75,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9359999999999999
1155,167.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.9470000000000001
640,168.0,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,102,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,73,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
1073,169.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,75,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9470000000000001
1277,170.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
631,173.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
813,174.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
1372,175.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,75,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9470000000000001
1071,177.0,300,,405.0,700,22:00:00,30.0,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,79,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.98
19,179.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,72,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,78,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400,0.925
663,180.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420,0.983
1199,181.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,73,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9359999999999999
597,182.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,100,17:00:00,102,0.2,18:00:00,105.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,72,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,40,0.9279999999999999
454,184.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.925
418,186.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,72,21:00-22:00,300.0,3.5,3.5,22:00-23:00,23:00:00,79,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.9590000000000001
194,187.0,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,105.0,3:00:00,107.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.925
503,189.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,72,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.971
1080,190.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.902
595,194.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,102,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,72,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.902
277,195.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,72,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.9590000000000001
218,196.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105.0,3:00:00,107.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,72,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.9359999999999999
1086,198.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.971
1101,200.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,104,0.2,10:00:00,106.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,72,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9129999999999999
1261,202.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.925
1300,204.0,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,79,21:00:00,72,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,78,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,420,0.9470000000000001
351,206.0,300,,405.0,700,6:00:00,30.0,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.9129999999999999
1157,208.0,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,400,0.9129999999999999
575,209.0,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,72,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400,0.925
