,B14_to_A5_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,B7_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/A15_intTarget_0.0_mean,A25_intTarget_0.0_mean/yb_cut_mean_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,B11_1_B10_2_intTarget_4.0_mean,A20_1_A16_hnew_A17chengji_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A5_intTarget_0.0_mean*A27_intTarget_1.0_mean,A24_intTarget_1.0_mean,A25_intTarget_0.0_mean*B7_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_1.0_mean,样本id*A15_intTarget_1.0_mean,A12_intTarget_0.0_mean/A27_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_0.0_mean,样本id_cut_intTarget_3.0_mean/B7_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A25_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_2.0_mean,样本id_cut_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,A6_intTarget_1.0_mean/A5_intTarget_1.0_mean,B14_to_B7_intTarget_4.0_mean,样本id/B5_intTarget_1.0_mean,样本id*A10_intTarget_1.0_mean,样本id*A5_intTarget_1.0_mean,样本id*b14/a1_a3_a4_a19_b1_b12,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,wendu_mean,样本id/yb_cut_mean_intTarget_4.0_mean,样本id/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,样本id*B7_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id/A5_intTarget_1.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id/样本id_cut_intTarget_4.0_mean,样本id/样本id_cut_intTarget_3.0_mean,样本id/样本id_cut_intTarget_0.0_mean,target
70,0.008,0.034,0.785,2.698,0.049,0.049,0.156,0.883,0.092,0.333,0.039,0.482,155.861,0.603,0.674,0.812,0.776,0.418,0.45,6.75,1.684,0.176,1551.429,147.709,67.875,80.162,0.876,74.444,8688.0,3665.25,125.308,3678.179,4344.0,71.008,4152.353,8688.0,2896.0,8688.0,0.947
71,0.0,0.0,0.848,2.023,0.061,0.049,0.156,-1.0,0.044,0.4,0.047,0.607,285.602,1.359,1.012,0.483,0.838,0.494,0.393,-1.0,-1.0,0.021,3582.0,270.665,0.0,143.457,0.855,73.0,-1.0,-1.0,171.552,6901.218,-1.0,140.558,7043.553,-1.0,11940.0,11940.0,0.89
72,0.02,0.083,2.018,-1.0,0.118,0.073,0.156,1.045,0.066,0.298,0.049,0.527,506.575,0.305,1.114,0.0,1.787,2.023,0.387,5.898,0.97,0.0,6096.703,601.856,556.762,236.672,0.801,76.889,25886.0,6764.904,261.118,14445.312,6140.506,528.286,6471.5,25886.0,-1.0,-1.0,0.913
73,0.0,0.057,3.031,1.199,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,228.533,0.522,1.005,0.75,3.128,2.618,0.347,4.404,1.368,0.081,3114.435,210.382,173.775,114.611,0.881,76.778,-1.0,2978.168,144.711,5781.25,3812.947,407.0,1628.0,-1.0,6105.0,6105.0,0.93
74,0.031,0.034,2.787,2.698,0.152,0.049,0.067,3.375,0.064,0.167,0.039,0.482,152.488,0.718,0.674,0.812,2.966,2.3,0.554,6.75,0.793,0.081,1580.0,150.43,192.348,85.525,0.917,75.111,8848.0,3732.75,127.615,3575.648,1589.875,276.5,1106.0,8848.0,2949.333,8848.0,0.967
75,0.0,0.0,0.793,0.843,0.131,0.049,0.156,-1.0,0.0,0.3,0.066,0.506,101.913,0.595,0.809,1.2,0.776,-1.0,0.169,-1.0,-1.0,0.176,1089.0,98.745,0.0,53.03,0.866,73.444,-1.0,-1.0,40.333,2484.821,-1.0,47.469,2775.882,-1.0,2722.5,1815.0,0.947
76,0.008,0.011,0.785,2.698,0.049,0.049,0.375,3.138,0.055,0.312,0.046,0.506,157.87,0.603,0.607,1.125,0.776,0.697,0.45,6.0,0.938,0.176,1650.0,149.614,171.875,80.911,0.873,73.889,8800.0,13200.0,91.667,3738.69,1760.0,71.923,4205.882,8800.0,2933.333,8800.0,0.947
77,0.0,0.061,1.593,0.674,0.11,0.049,0.2,2.0,0.045,0.267,0.072,0.478,11.857,0.603,0.955,-1.0,1.695,1.857,0.438,-1.0,0.953,0.0,121.833,11.697,13.231,6.132,0.846,72.0,-1.0,301.0,0.0,301.537,139.75,12.286,150.5,-1.0,-1.0,172.0,0.902
78,0.017,0.093,0.785,1.265,0.044,0.049,0.067,0.382,0.049,0.3,0.046,0.885,305.694,0.718,0.885,1.2,0.776,0.785,0.506,7.6,1.759,0.176,5591.25,289.706,177.5,157.223,0.876,73.778,7987.5,3113.077,177.5,7214.107,6390.0,139.269,8144.118,7987.5,5325.0,7987.5,0.935
79,0.0,0.074,1.732,1.199,0.113,0.073,0.156,1.045,0.043,0.28,0.043,0.528,323.146,0.522,1.758,0.0,1.787,1.81,0.405,3.303,0.925,0.0,3798.3,374.654,363.474,147.328,0.801,76.667,-1.0,4211.144,191.833,8992.188,3644.833,328.857,4028.5,-1.0,-1.0,8632.5,0.902
80,0.062,0.083,3.532,-1.0,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,209.041,0.527,1.114,1.328,3.128,3.539,0.387,4.128,1.0,0.081,2515.838,242.773,229.751,107.775,0.884,77.333,6104.0,2791.575,107.752,5401.693,2533.914,381.5,1526.0,6104.0,4069.333,-1.0,0.93
81,0.0,0.05,1.593,1.265,0.087,0.049,0.5,0.714,0.052,0.167,0.021,0.885,404.797,0.746,0.885,0.213,1.695,1.314,0.554,3.0,0.0,0.0,7707.0,399.332,510.609,205.674,0.831,79.778,-1.0,3670.0,458.75,10477.85,4220.5,419.429,5138.0,-1.0,22020.0,11010.0,0.879
82,0.019,0.068,2.018,0.949,0.118,0.073,0.156,1.286,0.042,0.298,0.058,0.626,178.904,0.478,1.324,0.944,1.505,2.023,0.46,4.8,0.97,0.0,2153.135,168.771,196.628,83.584,0.674,76.556,9795.0,2938.5,92.218,5101.562,2168.605,186.571,2285.5,9795.0,4897.5,3265.0,0.936
83,0.026,0.116,1.732,0.927,0.118,0.049,0.667,0.883,0.042,0.28,0.061,0.45,150.483,0.603,0.45,0.0,1.695,2.023,0.409,3.091,0.911,0.0,1429.333,145.805,161.398,75.36,0.834,74.778,5896.0,1656.727,171.52,3812.3,1780.049,153.143,1876.0,5896.0,-1.0,2948.0,0.879
84,0.0,0.075,1.732,0.629,0.1,0.073,0.156,1.045,0.05,0.286,0.04,0.514,511.531,0.522,0.789,0.0,1.968,1.558,0.416,2.541,1.007,0.0,6456.217,470.903,528.272,233.216,0.882,76.778,-1.0,6666.12,311.073,14234.375,6284.041,520.571,6377.0,-1.0,-1.0,7895.333,0.925
85,0.0,0.139,0.787,0.534,0.053,0.049,0.375,0.318,0.074,0.267,0.053,0.506,432.096,0.746,0.809,0.383,0.838,0.452,0.45,3.553,1.0,0.021,4701.0,426.263,195.875,215.566,0.816,75.444,-1.0,3525.75,215.37,11390.885,12536.0,221.361,11092.711,-1.0,29773.0,4962.167,0.89
86,0.0,0.085,3.532,0.746,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,533.425,0.527,1.322,1.039,3.128,3.824,0.433,2.359,0.978,0.081,6155.956,503.21,599.077,274.138,0.881,77.222,-1.0,7123.455,267.597,13828.125,6327.75,973.5,3894.0,-1.0,13629.0,9086.0,0.93
87,0.009,0.075,0.793,0.726,0.046,1.0,0.156,0.478,0.05,0.286,0.04,0.514,180.524,0.522,0.789,0.781,0.901,0.713,0.416,4.404,1.007,0.176,2278.457,166.186,186.432,86.419,0.926,76.778,9645.0,2352.533,109.78,4784.226,2217.694,84.085,4917.059,9645.0,4822.5,3215.0,0.983
88,0.062,0.075,2.787,-1.0,0.175,0.049,0.156,1.829,0.05,0.286,0.044,0.566,210.947,0.78,0.869,1.098,3.128,2.726,0.458,4.128,1.007,0.081,2710.761,208.099,221.805,107.712,0.881,76.222,6120.0,2798.892,130.61,5433.239,2638.469,382.5,1530.0,6120.0,4080.0,-1.0,0.955
89,0.008,0.059,0.793,2.558,0.067,0.073,0.156,0.478,0.066,0.205,0.034,0.639,155.818,0.522,0.746,1.969,0.818,0.538,0.311,4.128,1.544,0.176,2220.0,180.654,105.0,74.592,0.841,76.667,8880.0,2030.569,52.857,4129.464,2933.571,72.577,4244.118,8880.0,2960.0,8880.0,0.947
90,0.0,0.061,0.793,2.089,0.046,0.073,0.156,0.588,0.054,0.286,0.052,0.673,44.359,0.478,1.032,1.065,0.689,0.713,0.544,4.909,0.726,0.176,559.87,40.836,45.811,21.235,0.708,76.222,-1.0,711.0,26.976,1175.595,544.939,20.662,1208.235,-1.0,869.0,1738.0,0.971
91,0.012,0.126,0.785,0.927,0.067,0.049,0.067,0.404,0.072,0.205,0.066,0.482,151.556,0.718,0.674,0.0,0.776,0.538,0.328,3.091,1.449,0.176,1508.571,143.629,99.892,77.947,0.876,74.111,5808.0,1632.0,58.667,3576.571,2790.857,69.046,4037.647,5808.0,-1.0,2904.0,0.935
92,0.019,0.083,1.732,0.799,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,182.489,0.522,1.114,0.944,1.787,2.023,0.387,4.404,0.97,0.0,2143.243,176.816,195.725,83.2,0.801,76.556,9750.0,2378.144,91.794,5078.125,2158.642,185.714,2275.0,9750.0,4875.0,3250.0,0.947
93,0.026,0.056,0.787,0.927,0.056,0.049,0.143,0.636,0.047,0.188,0.042,0.45,85.482,0.481,0.45,0.727,0.838,0.895,0.427,0.0,0.704,0.021,826.667,84.328,97.895,43.102,0.825,72.333,1705.0,1395.0,38.75,2229.615,981.667,43.792,2194.474,1705.0,3410.0,1705.0,0.89
94,0.0,0.085,0.957,0.759,0.058,0.049,0.156,0.578,0.035,0.309,0.05,0.505,368.347,0.522,1.322,0.383,0.988,1.207,0.433,5.215,0.978,0.217,4148.235,339.092,403.692,193.126,0.921,76.889,-1.0,4800.192,180.322,8913.043,4264.0,207.158,8309.333,-1.0,24928.0,6232.0,0.973
95,0.0,0.086,1.593,0.886,0.118,0.073,0.156,1.013,0.042,0.298,0.058,0.626,194.402,0.485,1.324,0.0,1.505,2.023,0.46,2.321,0.97,0.0,2324.595,182.21,212.286,90.24,0.674,77.111,-1.0,2499.545,99.561,5507.812,2341.296,201.429,2467.5,-1.0,-1.0,3290.0,0.925
96,0.018,0.222,1.593,1.279,0.071,0.049,0.156,0.714,0.0,1.0,0.089,0.48,163.794,0.695,-1.0,0.0,1.787,-1.0,0.639,3.75,1.333,0.0,1782.0,161.583,148.5,86.557,0.912,73.333,9504.0,1485.0,66.0,4076.325,2376.0,169.714,2079.0,9504.0,-1.0,4752.0,0.902
97,0.0,0.094,2.018,0.418,0.118,0.073,0.156,0.929,0.034,0.298,0.058,0.626,326.301,0.746,1.324,0.0,1.505,2.023,0.46,-1.0,0.939,0.0,3927.081,387.674,358.628,152.448,0.674,76.0,-1.0,3870.75,168.195,9304.688,3955.296,340.286,4168.5,-1.0,-1.0,2620.2,0.925
98,0.0,0.065,1.593,0.632,0.127,0.049,1.0,1.143,0.053,0.222,0.044,0.59,408.382,0.746,1.18,0.0,1.695,1.286,0.379,1.067,1.355,0.0,5183.5,402.869,329.111,207.496,0.831,74.889,-1.0,5924.0,128.783,10570.638,6664.5,423.143,5183.5,-1.0,-1.0,5553.75,0.879
99,0.062,0.085,3.532,-1.0,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,212.877,0.527,1.322,1.364,3.128,3.824,0.433,4.128,0.897,0.081,2456.691,200.819,239.077,109.402,0.881,76.889,6216.0,2842.796,106.791,5518.466,2525.25,388.5,1554.0,6216.0,4144.0,-1.0,0.943
100,0.0,0.091,2.018,1.349,0.13,0.049,0.25,0.857,0.054,1.0,0.046,0.482,18.082,0.397,0.674,0.458,1.695,1.571,0.371,-1.0,1.197,0.0,188.571,17.954,21.0,9.247,0.831,74.889,-1.0,198.0,18.0,471.075,207.429,18.857,231.0,-1.0,528.0,528.0,0.902
101,0.015,0.085,0.793,0.823,0.048,0.073,0.156,0.478,0.035,0.309,0.045,0.459,498.616,0.655,1.2,0.856,0.901,1.0,0.393,4.857,0.949,0.176,5615.294,483.116,546.462,238.694,0.926,76.556,15096.0,6497.82,244.095,13214.286,5772.0,232.246,13581.176,15096.0,15096.0,10064.0,0.983
102,0.0,1.0,0.667,0.787,0.036,0.049,0.0,0.111,0.104,0.4,0.169,0.607,279.861,0.55,1.012,-1.0,0.659,0.411,0.52,-1.0,1.205,0.05,3510.0,265.224,237.162,140.775,0.856,69.667,-1.0,975.0,0.0,6752.778,4008.333,108.333,8775.0,-1.0,4550.0,4550.0,0.913
103,0.026,0.037,1.714,1.855,0.118,0.049,0.143,1.619,0.034,0.3,0.035,0.653,256.037,0.746,0.523,0.511,1.695,2.023,0.409,2.061,1.208,0.0,3456.5,242.646,268.595,125.855,0.837,73.889,9812.0,5054.667,158.578,6322.05,2962.321,254.857,3122.0,9812.0,9812.0,9812.0,0.902
104,0.052,0.075,1.732,0.879,0.1,0.073,0.156,1.045,0.05,0.286,0.044,0.566,534.553,0.522,0.869,0.532,1.787,1.558,0.458,9.007,1.007,0.0,6746.783,619.758,552.047,243.712,0.801,76.667,10472.0,6966.132,325.073,14875.0,6566.857,544.0,6664.0,10472.0,20944.0,10472.0,0.891
105,0.0,0.191,1.732,0.4,0.118,0.049,0.156,0.54,0.042,0.267,0.058,0.639,118.197,0.603,1.066,0.333,1.787,2.023,0.387,-1.0,1.107,0.0,1684.0,114.522,126.77,65.145,0.968,75.222,-1.0,795.222,84.2,2720.712,1398.136,120.286,1473.5,-1.0,6315.0,1052.5,0.913
106,0.0,0.041,1.732,0.48,0.076,0.049,0.156,1.929,0.02,0.174,0.044,0.959,269.242,0.603,0.719,0.6,1.787,4.286,0.599,5.4,2.199,0.0,5754.0,260.872,127.867,148.395,0.968,74.556,-1.0,6473.25,213.111,6197.537,7192.5,274.0,3356.5,-1.0,7192.5,2877.0,0.891
107,0.0,0.083,3.031,0.559,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,231.34,0.522,1.114,0.506,3.128,3.539,0.387,3.539,0.97,0.081,2716.973,212.966,248.119,116.019,0.881,76.778,-1.0,3014.754,116.366,5852.273,2736.494,412.0,1648.0,-1.0,11536.0,2884.0,0.93
108,0.0,0.083,2.018,1.758,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,38.63,0.522,1.114,1.287,1.787,2.023,0.387,4.504,0.97,0.0,464.919,45.896,42.457,18.048,0.801,76.667,-1.0,515.874,19.912,1101.562,468.259,40.286,493.5,-1.0,775.5,1551.0,0.913
109,0.0,0.057,3.031,0.759,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,369.47,0.522,1.005,0.296,3.128,2.618,0.347,5.215,1.41,0.081,5035.13,340.126,280.944,185.293,0.881,76.889,-1.0,4814.826,233.956,9346.591,6164.421,658.0,2632.0,-1.0,25004.0,6251.0,0.93
110,0.038,0.092,1.732,1.265,0.13,0.049,0.238,0.643,0.054,0.286,0.035,0.534,303.213,0.603,0.641,1.125,1.695,1.571,0.371,4.5,0.662,0.0,3420.0,293.787,343.636,151.313,0.831,74.889,8100.0,2430.0,192.0,7708.5,3394.286,308.571,3780.0,8100.0,5400.0,8100.0,0.874
111,0.026,0.0,1.732,1.855,0.2,0.049,1.0,-1.0,0.024,0.286,0.051,0.521,250.712,0.746,1.433,0.644,1.695,2.857,0.241,-1.0,1.25,0.0,2760.182,242.918,89.3,125.114,0.831,71.778,9823.0,-1.0,126.111,6373.788,8930.0,255.143,3125.5,9823.0,9823.0,9823.0,0.891
112,0.018,0.076,1.732,2.558,0.105,0.073,0.156,0.667,0.035,0.309,0.028,0.505,475.595,0.522,1.322,0.531,1.787,2.185,0.433,4.375,0.949,0.0,5356.029,551.403,521.231,216.832,0.801,76.667,27104.0,3952.667,199.294,13234.375,5505.5,484.0,5929.0,27104.0,27104.0,27104.0,0.902
113,0.107,0.085,3.532,2.238,0.185,0.073,0.156,1.829,0.035,0.309,0.05,0.505,540.822,0.527,1.322,0.0,3.128,3.824,0.433,4.718,0.949,0.081,6241.324,510.188,607.385,277.939,0.881,77.111,9212.0,7222.24,271.308,14019.886,6415.5,987.0,3948.0,9212.0,-1.0,27636.0,0.93
114,0.02,0.061,2.018,1.329,0.118,0.073,0.156,1.429,0.022,0.298,0.058,0.626,183.836,0.91,1.324,0.506,1.505,2.023,0.46,-1.0,0.97,0.0,2212.486,218.413,202.048,85.888,0.674,76.889,9394.0,3355.0,94.76,5242.188,2228.383,191.714,2348.5,9394.0,9394.0,4697.0,0.925
115,0.036,0.083,3.031,0.746,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,381.262,0.522,1.114,0.0,3.128,3.539,0.387,2.359,0.97,0.081,4477.73,350.981,408.914,191.206,0.881,76.778,19012.0,4968.491,191.779,9644.886,4509.901,679.0,2716.0,19012.0,-1.0,6337.333,0.93
116,0.009,0.065,0.729,-1.0,0.044,0.049,0.0,0.445,0.0,0.25,0.037,0.955,256.721,0.746,1.433,0.6,0.776,-1.0,0.506,9.067,0.685,0.176,5275.667,253.255,354.667,136.007,0.866,74.556,13965.0,3165.4,103.444,6372.917,2443.875,121.746,7119.412,13965.0,13965.0,-1.0,0.935
117,0.0,0.0,0.793,1.089,0.067,0.073,0.156,-1.0,0.066,0.205,0.026,0.581,322.023,0.522,0.677,0.0,0.901,0.538,0.283,-1.0,1.544,0.176,4588.0,296.447,217.0,154.157,0.926,76.778,-1.0,-1.0,208.545,8534.226,6062.714,149.992,8771.176,-1.0,-1.0,8602.5,0.947
118,0.036,0.083,3.031,2.238,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,72.715,0.522,1.114,0.506,3.128,3.539,0.387,5.898,1.0,0.081,854.0,84.305,77.989,36.467,0.881,76.778,3626.0,947.599,36.576,1839.489,860.136,129.5,518.0,3626.0,3626.0,3626.0,0.943
119,0.0,0.076,0.729,0.562,0.056,0.049,0.0,0.382,0.063,0.5,0.037,0.641,3.86,0.481,1.602,0.9,0.776,0.61,0.393,3.8,1.448,0.176,53.2,3.808,2.0,2.096,0.888,72.889,-1.0,40.923,1.556,93.5,98.0,1.831,107.059,-1.0,140.0,46.667,0.923
120,0.0,0.05,1.787,2.023,0.048,0.049,0.062,0.654,0.039,0.227,0.042,0.478,314.537,0.481,0.955,1.0,0.776,1.0,0.457,-1.0,0.953,0.176,2810.667,269.849,305.231,148.007,0.885,75.222,-1.0,4960.0,82.667,6648.762,3224.0,129.723,7585.882,-1.0,11904.0,11904.0,0.935
121,0.023,0.057,3.031,0.586,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,76.645,0.522,1.005,0.511,3.128,2.618,0.347,3.002,1.41,0.081,1044.522,70.558,58.281,38.438,0.881,76.889,6006.0,998.82,48.533,1938.92,1278.789,136.5,546.0,3003.0,3003.0,1001.0,0.93
122,0.036,0.077,1.732,1.279,0.1,0.073,0.156,1.013,0.085,0.286,0.044,0.566,32.287,0.305,0.869,0.0,1.787,1.558,0.458,2.031,1.007,0.0,407.5,31.283,33.343,14.72,0.801,76.333,920.0,407.727,19.634,898.438,396.633,32.857,402.5,920.0,-1.0,920.0,0.902
123,0.0,0.074,1.732,0.879,0.113,0.073,0.156,1.045,0.043,0.28,0.043,0.528,160.31,0.522,1.758,0.0,1.787,1.81,0.405,6.005,0.925,0.0,1884.3,185.862,180.316,73.088,0.801,76.667,-1.0,2089.108,95.167,4460.938,1808.167,163.143,1998.5,-1.0,-1.0,3140.5,0.902
124,0.02,0.085,1.732,2.238,0.105,0.049,0.156,1.045,0.035,0.309,0.05,0.505,67.942,0.522,1.322,0.52,1.787,2.185,0.433,5.898,0.978,0.0,765.147,62.546,74.462,30.976,0.801,76.889,3388.0,885.401,33.261,1890.625,786.5,69.143,847.0,3388.0,3388.0,3388.0,0.902
125,0.0,0.144,1.714,0.955,0.0,0.049,0.0,0.714,0.0,0.286,0.061,0.534,409.889,0.603,0.641,0.0,1.695,-1.0,-1.0,5.294,0.88,0.0,4522.0,388.451,476.0,203.636,0.846,71.222,-1.0,3570.0,285.6,10013.85,4284.0,408.0,4998.0,-1.0,-1.0,8092.0,0.891
126,0.011,0.0,1.013,0.717,0.04,0.049,1.0,-1.0,0.026,0.235,0.031,1.012,91.272,0.746,0.506,0.324,1.078,1.636,0.759,-1.0,0.587,0.0,1986.0,90.04,147.111,46.118,0.826,72.111,5627.0,-1.0,60.182,2375.658,744.75,60.182,1820.5,5627.0,5627.0,1406.75,0.902
127,0.009,0.077,0.793,1.016,0.046,0.073,0.156,0.464,0.05,0.286,0.04,0.514,190.912,0.522,0.789,0.418,0.901,0.713,0.416,2.786,1.007,0.176,2409.565,175.749,197.16,91.392,0.926,76.556,9520.0,2410.909,116.098,5059.524,2345.306,88.923,5200.0,9520.0,9520.0,4760.0,0.971
128,0.044,0.057,0.793,-1.0,0.06,0.073,0.156,0.478,0.052,0.235,0.033,0.612,557.294,0.522,1.005,0.937,0.818,0.685,0.347,5.505,1.368,0.176,7594.783,513.031,423.764,266.784,0.841,76.778,5955.0,7262.485,352.889,14769.345,9298.158,259.577,15179.412,5955.0,11910.0,-1.0,0.888
129,0.0,0.167,2.018,0.674,0.105,0.049,0.25,0.429,0.02,0.0,0.042,0.506,15.616,0.918,0.809,0.0,1.695,2.185,0.457,-1.0,1.238,0.0,171.0,15.505,17.538,7.986,0.831,74.889,-1.0,85.5,4.75,406.837,185.25,16.286,199.5,-1.0,-1.0,228.0,0.902
130,0.0,0.057,3.031,0.759,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,370.313,0.522,1.005,0.296,3.128,2.618,0.347,5.215,1.368,0.081,5046.609,340.901,281.584,185.715,0.881,76.778,-1.0,4825.802,234.489,9367.898,6178.474,659.5,2638.0,-1.0,25061.0,6265.25,0.93
131,0.009,0.0,0.793,0.0,0.049,0.049,0.156,-1.0,0.12,0.167,0.0,0.0,115.67,0.461,0.0,0.7,-1.0,0.418,0.0,-1.0,2.24,0.176,1304.667,112.074,51.5,62.133,-1.0,76.222,6180.0,-1.0,117.714,2731.952,3296.0,53.877,3150.588,6180.0,2060.0,2060.0,0.935
132,0.0,0.019,1.593,0.4,0.127,0.049,0.156,4.286,0.098,0.25,0.044,0.746,120.226,0.718,0.746,0.3,1.787,0.857,0.36,3.0,1.5,0.0,2034.667,118.603,96.889,66.948,0.961,74.667,-1.0,6540.0,96.889,2839.45,1962.0,124.571,1526.0,-1.0,6540.0,1090.0,0.879
133,0.0,0.082,1.593,0.48,0.1,0.049,0.156,1.929,0.054,0.235,0.089,0.411,263.615,0.713,0.575,1.2,1.787,1.558,0.458,5.4,1.15,0.0,2458.286,260.056,277.183,147.93,0.968,74.0,-1.0,6453.0,106.222,6178.15,3297.224,273.143,3346.0,-1.0,7170.0,2868.0,0.874
134,0.0,0.083,3.532,0.559,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,224.932,0.527,1.114,0.506,3.128,3.539,0.387,3.539,1.0,0.081,2707.081,212.191,247.216,115.597,0.881,77.222,-1.0,3003.778,115.943,5830.966,2726.531,410.5,1642.0,-1.0,11494.0,2873.5,0.943
135,0.0,0.068,1.732,1.597,0.118,0.073,0.156,1.286,0.042,0.298,0.044,0.479,43.797,0.478,1.012,1.287,1.968,2.023,0.352,4.909,0.916,0.0,514.378,40.319,46.974,19.968,0.882,76.222,-1.0,702.0,22.031,1218.75,518.074,44.571,546.0,-1.0,858.0,1716.0,0.936
136,0.038,0.034,3.031,2.078,0.133,0.049,0.156,1.829,0.018,0.174,0.02,0.639,359.925,0.522,0.799,0.0,3.128,7.5,0.599,5.081,2.258,0.081,5128.0,331.338,170.933,180.506,0.881,76.889,16666.0,4690.431,400.625,9105.114,9615.0,641.0,2564.0,16666.0,-1.0,16666.0,0.93
137,0.01,0.06,0.924,2.192,0.052,0.049,0.5,0.588,0.039,0.205,0.046,0.885,8.219,0.718,0.885,0.0,0.776,0.981,0.422,5.538,1.028,0.176,157.5,8.161,8.0,4.492,0.888,73.667,390.0,135.0,5.0,200.357,112.5,3.923,229.412,390.0,-1.0,390.0,0.923
138,0.01,0.046,0.729,2.192,0.062,0.049,0.0,0.588,0.016,0.312,0.035,0.506,9.927,0.481,-1.0,0.0,0.776,2.485,0.356,2.769,1.114,0.176,108.0,9.793,9.474,5.39,0.888,72.0,468.0,162.0,6.4,240.429,136.8,4.708,275.294,468.0,-1.0,468.0,0.935
139,0.0,0.0,0.729,1.855,0.06,0.049,0.2,-1.0,0.056,0.3,0.021,0.885,390.458,0.603,0.885,0.873,0.776,0.685,0.366,-1.0,1.373,0.176,7434.0,385.187,302.292,211.268,0.885,71.667,-1.0,-1.0,442.5,9490.571,6632.842,185.169,10828.235,-1.0,5192.0,15576.0,0.947
140,0.0,0.011,1.732,0.4,0.143,0.049,0.156,4.286,0.052,0.091,0.027,0.799,118.758,1.141,0.799,0.2,1.787,0.857,0.32,3.0,-1.0,0.0,2115.0,115.066,0.0,69.373,1.026,74.444,-1.0,6345.0,141.0,2579.242,-1.0,120.857,1480.5,-1.0,6345.0,1057.5,0.891
141,0.031,0.049,1.212,0.787,0.097,0.049,0.186,1.467,0.065,0.214,0.056,0.927,443.678,0.718,-1.0,0.643,1.289,0.978,0.379,5.786,1.234,0.079,8849.5,437.688,357.556,217.087,0.8,72.889,11263.0,10860.75,178.778,11925.529,7240.5,349.783,7401.4,11263.0,22526.0,7508.667,0.92
142,0.0,0.098,1.732,0.639,0.093,0.073,0.156,1.045,0.073,0.241,0.058,0.619,319.216,0.522,0.496,0.781,1.787,1.057,0.493,4.128,1.201,0.0,4405.875,370.097,276.568,145.536,0.801,76.667,-1.0,4159.922,363.84,8882.812,4674.333,324.857,3979.5,-1.0,4548.0,4548.0,0.902
143,0.026,0.083,1.732,-1.0,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,509.285,0.522,1.114,0.0,1.787,2.023,0.387,10.509,0.97,0.0,5981.297,468.836,546.223,232.192,0.801,76.778,19954.0,6636.85,256.176,14171.875,6024.272,518.286,6349.0,19954.0,-1.0,-1.0,0.925
144,0.018,0.083,1.732,2.558,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,474.191,0.522,1.114,0.443,1.787,2.023,0.387,10.321,1.0,0.0,5569.135,459.45,508.584,216.192,0.801,76.667,27024.0,6179.515,238.523,13195.312,5609.148,482.571,5911.5,27024.0,27024.0,27024.0,0.902
145,0.0,0.0,0.793,0.674,0.049,0.049,0.0,-1.0,0.045,0.1,0.056,0.674,100.79,0.746,0.843,-1.0,0.776,0.697,0.45,-1.0,0.835,0.176,1436.0,97.657,112.188,52.445,0.866,72.444,-1.0,-1.0,0.0,2457.44,1148.8,46.946,2745.294,-1.0,2872.0,1436.0,0.947
146,0.0,0.083,1.732,-1.0,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,347.291,0.522,1.114,1.77,1.787,2.023,0.387,4.128,0.97,0.0,4078.757,402.648,372.48,158.336,0.801,76.667,-1.0,4525.79,174.691,9664.062,4108.062,353.429,4329.5,-1.0,4948.0,-1.0,0.971
